f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,risk
62.871072298093694,48.329981331409506,112.89163228681754,51.13009757202463,40.596542816872606,128.24674984784158,48.261636882669166,44.95742157371994,125.12246464940797,48.665605861028254,53.927861369360805,110.9567643683295,77.32691857972435,41.58180569730585,105.60319820231051,45.06108740377389,44.418889179280356,98.62182953580837,89.22757504310287,47.18540409751008,116.07982078301384,66.3485251679888,29.439257670834152,109.49723844787609,55.141552070413915,40.67654400891654,121.83393692499327,70.73197619433105,41.25890759951915,99.8688720366847,46.17948736962586,46.995942024366144,110.03863861962675,47.93130257219518,53.645964232296805,109.00435353295225,61.760207019146144,35.30185177373552,102.03325752076951,77.91104857078328,41.360122781507776,111.58715098362056,56.544297238431355,44.52012456446475,109.14581441861645,57.538279486346006,35.038399140500005,116.70180265210632,81.07650502308577,44.058835053492764,104.78153758926476,47.396407966926766,51.81978468915363,115.76205024943695,43.119865830860334,46.61426813263387,110.20632305337921,49.906287999128935,52.85752744373967,116.77030505113714,66.00879318918135,43.00047334880985,106.43014268907696,48.781610867080744,39.453971437457305,107.27352288035186,58.59389918214556,37.20195743480643,100.93210250762957,68.77056440856556,40.616401620503744,99.60324134064376,48.22120238616675,45.996693386904504,118.61087264662531,82.18344660580618,40.315066302670004,110.96203559223399,61.38503654308943,45.74339329273458,91.3955024635505,51.72948837395592,40.127852920107586,110.09683052383961,69.83021701804664,45.76362959925046,104.3336876701884,55.59506285174106,34.39043546618652,89.32689670385449,0.5708303417358342
80.93552093116597,89.15124620457696,32.42788275014069,98.38574340074024,91.53938278137093,45.61788890784666,80.62142062396646,109.52131094145264,51.31648810237577,81.41365818221797,87.83727005091916,59.26395684156117,79.71104282466284,92.64688352836833,39.153520676497294,91.33202011017784,96.50986723185666,50.88284281135263,76.17263484956585,82.87295067283775,49.76911057433571,84.69932078220873,91.82011109284208,71.7468802500461,79.05996386937807,100.69503646233825,58.693115140920824,104.27923783378587,98.40330216851962,32.091220546939894,77.49769278061487,95.16292032627562,51.13476563983785,97.58362788648719,81.50222068334426,48.44575828249485,82.58146524607011,108.93066689366148,54.25526939205199,90.92710922639178,94.28840249791362,46.78316273727765,90.52067826753178,85.97806622593978,59.70101381971998,86.08384209768018,84.21849625728474,55.73387994839665,71.71053610866545,84.56770162054019,55.353359102735716,85.90372337425993,81.48627359515905,52.11824111818253,84.36375895619797,87.99305112110123,42.96012907360199,88.30319031597197,71.09950534222105,57.731764324369905,72.53266242702077,85.86815245946823,43.33366283751632,86.154088491694,90.33818599563942,42.9342420037615,82.6987235878147,89.12642116481075,44.63370085805276,90.45944757768257,81.8975923959009,32.70536253395487,85.80544135271394,87.02626899964044,45.69345290724784,66.75519535467511,94.63237130171716,42.104792111545194,95.90336959573753,87.02589399481698,68.72903541360695,81.03191870999451,97.48725342817087,31.18817616958742,93.52871767018382,98.7310784699128,52.37491120838968,89.21860091482759,95.81305983361744,64.26216699824359,0.05341517782196439
86.3859984116951,90.74453249375297,37.91530798731985,85.24517668772333,94.51683471451273,25.459793835167844,92.5100969085581,88.89650555096601,47.22788949508262,81.45939417380893,84.69681424385278,62.53088431249772,81.00780169333629,91.77843956999367,48.63889367509506,74.23222579029165,95.52288693990837,52.98556250297988,98.78350294938679,94.55254142419282,52.53082266322645,88.85694054954133,100.37681669097644,46.7431923450692,81.65307502684954,90.54295561112647,43.33065490052993,86.97356983068298,92.89138760148671,42.88263308717311,89.78127704731116,89.92262534085754,53.955170864959115,71.87972703733095,93.77032710082558,28.9846830629439,72.92169117042215,73.0678658769944,35.947378494897244,78.32438476680612,93.46822748290667,60.73979568110309,100.12658734209256,97.51416496397769,47.66890953712461,71.82888470212998,94.63850956058366,59.5506617652993,90.7173929274535,71.62875787336846,52.30338093376362,89.04322177711094,100.57775636588323,52.08364622917951,81.42318858541338,87.94107402010484,45.9646765864121,61.884853063172486,87.2634357952644,43.100903536195695,88.39999816831516,108.5745854175331,34.75420772246308,86.23717928074049,89.16105593780271,53.42006011110658,75.14034930616158,93.70062471063605,56.50880914678868,94.87090216783494,98.16449882739593,42.14595249386079,82.80374498156367,83.43661995258682,25.50619795742653,88.31812533387328,91.45712433428929,41.70432797419764,86.65782593527378,84.60250835714261,28.313389398323533,86.87559452397605,105.12797232414802,53.55538450941137,73.91911274731194,92.79537867316094,40.839492004077044,92.19528866531888,90.14971722828372,57.08863936354866,0.0711537476708588
61.89534073502364,43.155370400615254,112.66676364930106,41.424060791662555,39.26172681028378,103.30902630766374,64.26486106585047,46.20680506160836,114.42142960628354,60.35294976456369,38.5969310308147,108.60945638154573,59.580028207817364,38.12420435710275,105.5107493183553,76.72730572936668,36.218608539738256,111.89242583606696,65.02194198661341,44.16585304886814,99.95445871017586,45.83414595137292,47.82811605657256,99.79366744527292,43.14504562686267,41.235015300400576,99.44867713435157,62.36404645342722,49.75064407889769,123.51538572631789,63.20894183330669,49.77298097034818,109.04086395883809,59.01214608548774,41.2163176180316,105.5631734311856,85.75484833421099,50.77323511078317,104.14252435372796,55.85998991372658,39.834495082403336,116.01099868842587,46.99061519830502,45.494282812301044,98.924075002873,57.46144507971961,49.255394184662165,116.0286913042747,39.84727457849335,49.253618343665664,112.83611144825593,56.365057215194106,47.06891050928682,112.69323358002724,46.16522227833623,38.028685995437165,100.62166032285441,51.779214653999404,41.240854270896236,107.45911772231482,77.958628551033,54.2508331185509,115.62505107053474,57.17870171802245,45.31061018382785,106.76826800910847,47.576864428001876,41.412948478994295,97.18072852567289,54.98416738671106,46.31159467533334,107.19499197440418,57.43868759144946,38.626943215949794,114.10007023800644,83.49418769104383,48.554593084037904,112.81351190360354,74.51797160245968,32.575346198997316,115.27770874639467,88.72078210977295,45.06558327631561,126.94530211541337,43.33124735761454,47.457517994232724,118.75613352092421,53.17501459204365,42.63935951615332,104.74820369117532,0.5556645841536616
79.53472939416854,104.2687099734894,50.37964778573279,70.09559648559504,88.53731883055006,36.19173168441535,75.41535736650556,92.5871249408875,50.69686772306177,73.29744488337411,94.35431418501784,53.124743184913555,95.16426390458376,88.588133670878,44.96137660302122,75.71623969552329,85.74397117102318,36.47452326817289,72.27932979885307,97.86301175218038,38.152580937948926,89.81543562830181,103.57287431066823,50.37174416174384,86.60810436201874,83.77244991406093,46.95802754265936,86.8282308101541,93.45146174870769,54.27887760223819,91.67993035042525,96.91041238090935,41.34334173124483,70.44556944457221,79.75959747452016,64.94020175152082,65.23681813250647,78.84953296620918,55.680724297192754,86.4393475814626,90.43901516592939,47.55387566187596,84.73533083843624,78.49534019240565,61.653068981657995,81.0493777472037,79.85081582022127,47.09892015538625,85.26473595378688,93.72663934882003,36.83751636924175,104.80963928419897,79.63348665501313,49.460307061247896,83.0562853378414,96.1079793930251,37.708453122433866,79.23768711063578,74.71714390151708,53.07817878926412,84.42545435784973,96.76986670485424,64.74351834104134,76.1872400031105,94.3043418210522,55.46362460869789,82.95460153923923,80.90367885160194,58.56717804163026,85.85011736041247,75.52973247937571,30.9118656513052,80.68752315155972,92.50946718676916,49.218612291514724,75.33294059370886,82.16316021167998,47.156317834280216,81.48151655387093,94.18100140775616,64.00972298804058,110.13517329073687,88.18998926925849,56.40119658352338,88.68745675098,98.6057188415833,45.75802533967365,93.04551458717131,94.87697348717302,61.118221746976666,0.05408370998964655
40.629340927402325,44.771817006288494,109.36262963880127,65.045773511308,45.548375885297034,102.09548410370607,52.35505225275729,48.94260170878385,102.45696642781454,69.94197174797732,43.12882228572364,109.91424745015847,62.835005232716604,37.9057390667226,85.54615078085669,74.37993392299457,51.41388902459073,133.7701447755545,75.45851190309104,37.447486812897665,110.42810856539745,71.55534461817126,63.22396172693173,113.31181320660995,64.29589622351706,48.08082437104336,107.00244133621986,37.32341332101936,46.720284688303884,120.98070782687344,66.72774799358312,43.725633081772195,110.536819070178,61.366484489562275,46.481124720714945,107.74505151793284,53.26557673430126,44.37560292385385,100.09901687000023,56.85605678119562,36.49376537073984,121.6065298592151,50.270441338271795,42.01180432123565,105.95733225922375,79.02213018629733,42.13265728913146,118.52521646975956,57.341464730314115,45.088615448967055,106.58031320117227,34.22395997115108,47.44672735620773,103.80639978594486,44.12415628490615,46.740141952892344,113.61451414942313,78.29703080440478,55.508632811616884,104.46130793488886,62.687319543466735,46.280025248476605,107.25265222599045,72.08526993370305,46.87459257356727,106.24000374293205,73.20104147852263,48.52216903177043,110.20228331449019,43.65904628710365,37.232582818937594,91.17675700386275,69.08047564698452,33.62424831962669,95.23328587918496,66.45517370111143,55.41495266205952,104.13504800999526,61.287238060782904,44.909401917950426,109.59765393827838,68.93500895020993,46.567141192698,94.27893217483451,45.38842033520935,51.68096553940484,107.4907396760568,59.07057178757705,46.35943668348904,114.49426072146251,0.5558622169332473
40.63245574278758,38.53833646292757,112.75227789491888,58.946806871571056,47.60889218111032,102.03360456503682,43.10978036204893,48.96925851898866,126.86602173033478,65.70279349123243,49.764421124770436,108.54787948469918,54.12980210921567,53.3528887271583,126.08080943315387,52.10784739168827,42.420658413219485,116.66420466493429,58.27951841760072,48.85457501385079,96.40256559070176,62.37037966402386,41.91687309466091,105.08385592896322,66.52928234494736,44.00716821992346,103.50913381156293,41.297199790211266,47.24357724991621,103.67491147957473,70.13469425770894,48.87380570586835,86.01845477019705,48.05930262723221,48.22386169240634,92.42427227771978,50.56359168938225,41.8465846488452,109.35727070098824,45.55833238732504,42.535777630013214,113.15333617854525,72.59603804271904,53.79950026401369,106.44462326748774,82.04653964230212,49.917148133790214,108.13620437218282,52.95062271619151,43.790481949069715,113.44509783273027,70.05335174991379,48.42401098647795,110.55379133273148,45.32900161484773,42.334304186801276,122.58196779819637,80.13989487775225,53.70174281281433,121.317650190526,63.33319397696024,42.03698813845144,109.90212654137486,54.628388957466534,39.11725770957902,109.45443001797281,45.0641626660523,46.23501611606958,133.47479536397776,69.99447215293067,48.21678042946264,104.88287721264899,34.54784357196189,50.79946965668828,104.85276169619846,40.09014956412787,43.54523249482023,117.56977078405333,41.33733306573527,32.278847718597085,120.17446401352912,74.36859076950687,48.08030565525692,100.3930574366148,56.9322590510257,51.3990498730488,109.34043506919825,72.20104223321272,40.26058009385365,116.05663457628694,0.5609569193718169
48.26011011918493,38.68338567192403,138.0577712535715,57.97646785513396,47.65988091118474,106.53224915514016,61.09786727289775,43.509545903925044,109.71398652978826,64.18589867376369,37.57691481847583,100.74272966926692,62.918908551863765,46.42216621276861,105.86277104247507,60.9764105619654,50.35075011822587,99.6643711963675,79.00313296103931,45.02793752188202,113.74907448044719,66.04137066715279,38.51846367922387,92.87569808669757,57.60800442099122,50.341335837111075,113.48065336152938,40.717539694083975,50.46493159658651,93.84081542370956,48.37040116338018,46.839716295877544,105.3754882821746,55.44105140495469,45.384808810018086,112.98937834827021,58.63104544200765,51.85965929463616,112.52055074643889,52.876809268813794,47.810217901020465,109.39011665471423,63.74654988797025,36.5058898348114,121.46553280657244,67.86805910142974,42.55884550073274,111.10213630611763,41.39543896351014,37.033003811440054,122.97386492474455,56.94646869610837,42.10144697017799,118.75190042667508,68.0383369313163,48.453619613328215,116.60466896744248,56.24037944645023,54.78389543169558,98.06008841843654,58.27755340027577,48.912889895639935,104.69409814345929,54.661378484249894,43.81414898406387,92.06332175087235,67.07086626810676,42.70775180374525,104.35164484764947,46.15875831215005,40.013034833786605,117.30663897670757,75.29782746059553,40.59653541464745,136.93930687288125,62.99106559829129,45.6166754916971,111.14042027778704,65.76053422965869,49.363493979701495,104.99110621741923,63.984733216347735,48.67030703725212,95.69632859074142,33.45490838036302,43.673063906711626,105.03314405040209,61.78143178717384,37.96186877292984,100.40183302235874,0.5342191263378734
88.1022297454902,82.47970656951998,48.57252814420219,74.680097257519,90.55983044808487,45.057949732591226,81.83574668292344,95.44315431106742,54.98767746606952,73.35527252118251,91.2706723310572,38.359686281085516,83.61060163762289,91.68379942200744,63.093139148619514,83.19425957085438,94.3893686871319,59.692423508677834,80.8588157246098,92.03583807067311,60.699488275148184,81.79942712501648,92.73911992320893,47.14337416867521,94.9418697251758,101.65987469569428,37.85622028623663,71.94252174532235,80.73919056951404,61.663752360083194,71.59514508445388,83.68457953647075,45.71971973577997,80.32897594388163,92.37415806786142,25.38096628953842,85.67429116461372,83.86680035584074,43.29333397234679,83.88267407427381,97.56886444559889,54.03903242312683,92.93273987823538,94.31082611531426,57.721767238521714,77.57807500730884,98.14002495489117,48.30196352024245,71.87879846669003,81.26752098717319,41.68846995361239,80.25618014762243,88.74889204906931,53.61428060746874,76.61611057134705,103.6766279311731,53.86206158848521,80.73586888453104,94.92029497147718,46.51176360176044,84.66534420162355,86.07657244390258,51.136407256854184,81.54678088558526,75.72695928277898,33.78327991539166,72.43415126360958,82.77597509757346,47.36384187836512,94.65768400448589,83.37422486965302,50.31239102096687,92.9251482456508,86.21663149849238,46.163507958633865,88.59907620211605,102.66816565982052,59.8549658817627,99.29994714325986,94.71414781524793,47.05536978216822,84.62218779000182,85.68681169801158,48.057822686861655,84.0097059876592,103.18973149268615,44.75066645091278,81.1688878887315,93.90159014186752,66.83265180362537,0.09047474094069516
77.64803953860726,93.3956948123389,46.71261664257803,86.74109254091218,102.1643519681101,57.31787740418566,101.54856441233007,78.74115206486334,51.875788447197834,79.35234130623327,84.33313281366415,43.21580899130523,98.9632216068012,96.54633524468917,46.83319099160096,81.99209571753632,89.30164889758686,59.14581111730032,63.732041048892164,83.14806064207032,64.25495327952082,76.92623347561215,79.2631178089186,59.51008986634439,85.31795341233054,92.89408588586019,59.40966924227179,70.80621140340222,87.80366488630308,42.75233187979636,83.18097134207095,95.4303227815891,54.00592118038813,98.06469852201047,101.67812525760961,58.75492397734543,80.94939958946341,95.70984500070617,65.27456440482482,86.98527927162205,101.4145827688583,37.68527849075811,68.02152864317989,89.54553176784883,59.428180921895475,67.5564494963439,87.72364070552582,36.40283262522892,90.13441888529789,91.73783416396692,54.15039536963745,92.08363782788291,84.08505253412582,33.59522708686897,95.00764325633263,104.39480333743182,57.064061240072014,79.70916946477378,102.06310194077415,51.00451105596052,69.95256330316704,93.73594815376761,48.87777188114952,84.16821880934657,83.39427224902818,61.247364583772175,69.96981667209734,91.15980589285171,53.192883557806255,77.81858199208293,99.40786085323697,51.969180293258226,89.82187042640405,81.75260139641941,43.25578145516755,89.07177700937814,90.27826267648653,53.22289451931307,81.85997610025046,105.67104539273618,39.83472242885286,102.0686995045171,88.83998063496304,39.893669711519536,83.60193099537574,80.56775710671812,53.467455324723666,88.06144321621858,89.13322876702387,76.20146734841978,0.035691100540287
